magpie;agmip;item;unit;weight;factor
Resources|Nitrogen|Inorganic Fertilizer Application|Crops|Oil crops|+|Oilpalms (Mt Nr/yr);FRTN;OSD;1000 t;NULL;1000
Resources|Nitrogen|Inorganic Fertilizer Application|Crops|Oil crops|+|Other oil crops incl rapeseed (Mt Nr/yr);FRTN;OSD;1000 t;NULL;1000
Resources|Nitrogen|Inorganic Fertilizer Application|Crops|Oil crops|+|Soybean (Mt Nr/yr);FRTN;OSD;1000 t;NULL;1000
Resources|Nitrogen|Inorganic Fertilizer Application|Crops|Oil crops|+|Sunflower (Mt Nr/yr);FRTN;OSD;1000 t;NULL;1000
Resources|Nitrogen|Inorganic Fertilizer Application|Crops|Sugar crops|+|Sugar beet (Mt Nr/yr);FRTN;SGC;1000 t;NULL;1000
Resources|Nitrogen|Inorganic Fertilizer Application|Crops|Sugar crops|+|Sugar cane (Mt Nr/yr);FRTN;SGC;1000 t;NULL;1000
Resources|Nitrogen|Inorganic Fertilizer Application|Bioenergy crops|+|Short rotation grasses (Mt Nr/yr);FRTN;ECP;1000 t;NULL;1000
Resources|Nitrogen|Inorganic Fertilizer Application|Bioenergy crops|+|Short rotation trees (Mt Nr/yr);FRTN;ECP;1000 t;NULL;1000
Resources|Nitrogen|Inorganic Fertilizer Application|Crops|Other crops|+|Tropical roots (Mt Nr/yr);FRTN;OCR;1000 t;NULL;1000
Resources|Nitrogen|Inorganic Fertilizer Application|Crops|Other crops|+|Fruits Vegetables Nuts (Mt Nr/yr);FRTN;VFN;1000 t;NULL;1000
Resources|Nitrogen|Inorganic Fertilizer Application|Crops|Other crops|+|Potatoes (Mt Nr/yr);FRTN;OCR;1000 t;NULL;1000
Resources|Nitrogen|Inorganic Fertilizer Application|Crops|Other crops|+|Pulses (Mt Nr/yr);FRTN;OCR;1000 t;NULL;1000
Resources|Nitrogen|Inorganic Fertilizer Application|+|Crops (Mt Nr/yr);FRTN;CRP;1000 t;NULL;1000
Productivity|Feed conversion (GE per GE);FEEF;LSP;kg prt/kg prt;NULL;
Productivity|Feed conversion|Ruminant meat and dairy (GE per GE);FEEF;RUM;kg prt/kg prt;NULL;
Productivity|Feed conversion|Ruminant meat and dairy (GE per GE);FEEF;DRY;kg prt/kg prt;NULL;
Productivity|Feed conversion|Poultry meat and eggs (GE per GE);FEEF;NRM;kg prt/kg prt;Demand|Feed|++|Feed for Poultry meat (Mt DM/yr);
Productivity|Feed conversion|Monogastric meat (GE per GE);FEEF;NRM;kg prt/kg prt;Demand|Feed|++|Feed for Monogastric meat (Mt DM/yr) ;
Factor requirement shares|Crop products|+|Labor requirement share (%);LABS;CRP;%;NULL;1
Factor requirement shares|Crop products|+|Capital requirement share (%);CAPS;CRP;%;NULL;1
Factor requirement shares|Livestock products|+|Labor requirement share (%);LABS;LSP;%;NULL;1
Factor requirement shares|Livestock products|+|Capital requirement share (%);CAPS;LSP;%;NULL;1
Emissions|NH3|Land (Mt NH3/yr) ;ENH3;AGR;Mt NH3/yr;NULL;1
Emissions|NH3|Land (Mt NH3/yr) ;ENH3;TOT;Mt NH3/yr;NULL;1
Nutrition|Anthropometrics|People underweight (million people);FSEC_abs;TOT;million;NULL;1
